,game,model,experiment,episode,metric,value
2638,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_1,Violated Request Count,0.0
2639,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_1,Success,0.0
2640,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_1,Lose,1.0
2641,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_1,Aborted,0.0
2642,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_1,Main Score,0.0
2643,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_1,Request Success Ratio,1.0
2644,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_10,Generated Expression Length,86.0
2645,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_10,Generated Expression Number of Tokens,16.0
2646,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_10,Aborted at Player 1,0.0
2647,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_10,Aborted at Player 2,0.0
2648,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_10,Request Count,2.0
2649,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_10,Parsed Request Count,2.0
2650,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_10,Violated Request Count,0.0
2651,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_10,Success,1.0
2652,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_10,Lose,0.0
2653,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_10,Aborted,0.0
2654,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_10,Main Score,100.0
2655,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_10,Request Success Ratio,1.0
2656,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_11,Generated Expression Length,95.0
2657,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_11,Generated Expression Number of Tokens,21.0
2658,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_11,Aborted at Player 1,0.0
2659,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_11,Aborted at Player 2,0.0
2660,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_11,Request Count,2.0
2661,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_11,Parsed Request Count,2.0
2662,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_11,Violated Request Count,0.0
2663,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_11,Success,0.0
2664,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_11,Lose,1.0
2665,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_11,Aborted,0.0
2666,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_11,Main Score,0.0
2667,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_11,Request Success Ratio,1.0
2668,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_12,Generated Expression Length,89.0
2669,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_12,Generated Expression Number of Tokens,17.0
2670,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_12,Aborted at Player 1,0.0
2671,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_12,Aborted at Player 2,0.0
2672,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_12,Request Count,2.0
2673,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_12,Parsed Request Count,2.0
2674,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_12,Violated Request Count,0.0
2675,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_12,Success,1.0
2676,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_12,Lose,0.0
2677,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_12,Aborted,0.0
2678,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_12,Main Score,100.0
2679,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_12,Request Success Ratio,1.0
2680,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_13,Generated Expression Length,82.0
2681,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_13,Generated Expression Number of Tokens,19.0
2682,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_13,Aborted at Player 1,0.0
2683,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_13,Aborted at Player 2,0.0
2684,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_13,Request Count,2.0
2685,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_13,Parsed Request Count,2.0
2686,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_13,Violated Request Count,0.0
2687,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_13,Success,0.0
2688,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_13,Lose,1.0
2689,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_13,Aborted,0.0
2690,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_13,Main Score,0.0
2691,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_13,Request Success Ratio,1.0
2692,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_14,Generated Expression Length,63.0
2693,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_14,Generated Expression Number of Tokens,13.0
2694,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_14,Aborted at Player 1,0.0
2695,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_14,Aborted at Player 2,0.0
2696,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_14,Request Count,2.0
2697,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_14,Parsed Request Count,2.0
2698,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_14,Violated Request Count,0.0
2699,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_14,Success,1.0
2700,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_14,Lose,0.0
2701,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_14,Aborted,0.0
2702,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_14,Main Score,100.0
2703,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_14,Request Success Ratio,1.0
2704,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_15,Generated Expression Length,65.0
2705,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_15,Generated Expression Number of Tokens,16.0
2706,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_15,Aborted at Player 1,0.0
2707,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_15,Aborted at Player 2,0.0
2708,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_15,Request Count,2.0
2709,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_15,Parsed Request Count,2.0
2710,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_15,Violated Request Count,0.0
2711,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_15,Success,0.0
2712,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_15,Lose,1.0
2713,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_15,Aborted,0.0
2714,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_15,Main Score,0.0
2715,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_15,Request Success Ratio,1.0
2716,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_16,Generated Expression Length,68.0
2717,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_16,Generated Expression Number of Tokens,13.0
2718,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_16,Aborted at Player 1,0.0
2719,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_16,Aborted at Player 2,0.0
2720,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_16,Request Count,2.0
2721,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_16,Parsed Request Count,2.0
2722,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_16,Violated Request Count,0.0
2723,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_16,Success,1.0
2724,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_16,Lose,0.0
2725,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_16,Aborted,0.0
2726,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_16,Main Score,100.0
2727,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_16,Request Success Ratio,1.0
2728,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_17,Generated Expression Length,78.0
2729,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_17,Generated Expression Number of Tokens,16.0
2730,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_17,Aborted at Player 1,0.0
2731,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_17,Aborted at Player 2,0.0
2732,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_17,Request Count,2.0
2733,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_17,Parsed Request Count,2.0
2734,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_17,Violated Request Count,0.0
2735,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_17,Success,0.0
2736,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_17,Lose,1.0
2737,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_17,Aborted,0.0
2738,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_17,Main Score,0.0
2739,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_17,Request Success Ratio,1.0
2740,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_18,Generated Expression Length,60.0
2741,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_18,Generated Expression Number of Tokens,11.0
2742,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_18,Aborted at Player 1,0.0
2743,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_18,Aborted at Player 2,0.0
2744,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_18,Request Count,2.0
2745,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_18,Parsed Request Count,2.0
2746,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_18,Violated Request Count,0.0
2747,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_18,Success,1.0
2748,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_18,Lose,0.0
2749,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_18,Aborted,0.0
2750,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_18,Main Score,100.0
2751,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_18,Request Success Ratio,1.0
2752,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_19,Generated Expression Length,70.0
2753,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_19,Generated Expression Number of Tokens,17.0
2754,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_19,Aborted at Player 1,0.0
2755,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_19,Aborted at Player 2,0.0
2756,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_19,Request Count,2.0
2757,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_19,Parsed Request Count,2.0
2758,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_19,Violated Request Count,0.0
2759,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_19,Success,0.0
2760,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_19,Lose,1.0
2761,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_19,Aborted,0.0
2762,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_19,Main Score,0.0
2763,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_19,Request Success Ratio,1.0
2764,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_2,Generated Expression Length,63.0
2765,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_2,Generated Expression Number of Tokens,13.0
2766,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_2,Aborted at Player 1,0.0
2767,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_2,Aborted at Player 2,0.0
2768,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_2,Request Count,2.0
2769,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_2,Parsed Request Count,2.0
2770,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_2,Violated Request Count,0.0
2771,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_2,Success,0.0
2772,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_2,Lose,1.0
2773,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_2,Aborted,0.0
2774,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_2,Main Score,0.0
2775,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_2,Request Success Ratio,1.0
2776,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_20,Generated Expression Length,103.0
2777,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_20,Generated Expression Number of Tokens,22.0
2778,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_20,Aborted at Player 1,0.0
2779,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_20,Aborted at Player 2,0.0
2780,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_20,Request Count,2.0
2781,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_20,Parsed Request Count,2.0
2782,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_20,Violated Request Count,0.0
2783,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_20,Success,0.0
2784,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_20,Lose,1.0
2785,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_20,Aborted,0.0
2786,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_20,Main Score,0.0
2787,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_20,Request Success Ratio,1.0
2788,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_21,Generated Expression Length,74.0
2789,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_21,Generated Expression Number of Tokens,17.0
2790,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_21,Aborted at Player 1,0.0
2791,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_21,Aborted at Player 2,0.0
2792,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_21,Request Count,2.0
2793,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_21,Parsed Request Count,2.0
2794,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_21,Violated Request Count,0.0
2795,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_21,Success,1.0
2796,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_21,Lose,0.0
2797,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_21,Aborted,0.0
2798,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_21,Main Score,100.0
2799,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_21,Request Success Ratio,1.0
2800,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_22,Generated Expression Length,75.0
2801,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_22,Generated Expression Number of Tokens,15.0
2802,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_22,Aborted at Player 1,0.0
2803,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_22,Aborted at Player 2,0.0
2804,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_22,Request Count,2.0
2805,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_22,Parsed Request Count,2.0
2806,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_22,Violated Request Count,0.0
2807,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_22,Success,0.0
2808,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_22,Lose,1.0
2809,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_22,Aborted,0.0
2810,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_22,Main Score,0.0
2811,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_22,Request Success Ratio,1.0
2812,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_23,Generated Expression Length,83.0
2813,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_23,Generated Expression Number of Tokens,17.0
2814,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_23,Aborted at Player 1,0.0
2815,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_23,Aborted at Player 2,0.0
2816,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_23,Request Count,2.0
2817,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_23,Parsed Request Count,2.0
2818,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_23,Violated Request Count,0.0
2819,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_23,Success,0.0
2820,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_23,Lose,1.0
2821,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_23,Aborted,0.0
2822,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_23,Main Score,0.0
2823,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_23,Request Success Ratio,1.0
2824,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_24,Generated Expression Length,94.0
2825,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_24,Generated Expression Number of Tokens,20.0
2826,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_24,Aborted at Player 1,0.0
2827,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_24,Aborted at Player 2,0.0
2828,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_24,Request Count,2.0
2829,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_24,Parsed Request Count,2.0
2830,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_24,Violated Request Count,0.0
2831,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_24,Success,0.0
2832,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_24,Lose,1.0
2833,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_24,Aborted,0.0
2834,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_24,Main Score,0.0
2835,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_24,Request Success Ratio,1.0
2836,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_25,Generated Expression Length,73.0
2837,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_25,Generated Expression Number of Tokens,17.0
2838,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_25,Aborted at Player 1,0.0
2839,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_25,Aborted at Player 2,0.0
2840,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_25,Request Count,2.0
2841,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_25,Parsed Request Count,2.0
2842,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_25,Violated Request Count,0.0
2843,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_25,Success,1.0
2844,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_25,Lose,0.0
2845,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_25,Aborted,0.0
2846,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_25,Main Score,100.0
2847,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_25,Request Success Ratio,1.0
2848,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_26,Generated Expression Length,56.0
2849,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_26,Generated Expression Number of Tokens,10.0
2850,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_26,Aborted at Player 1,0.0
2851,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_26,Aborted at Player 2,0.0
2852,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_26,Request Count,2.0
2853,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_26,Parsed Request Count,2.0
2854,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_26,Violated Request Count,0.0
2855,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_26,Success,0.0
2856,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_26,Lose,1.0
2857,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_26,Aborted,0.0
2858,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_26,Main Score,0.0
2859,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_26,Request Success Ratio,1.0
2860,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_27,Generated Expression Length,85.0
2861,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_27,Generated Expression Number of Tokens,21.0
2862,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_27,Aborted at Player 1,0.0
2863,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_27,Aborted at Player 2,0.0
2864,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_27,Request Count,2.0
2865,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_27,Parsed Request Count,2.0
2866,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_27,Violated Request Count,0.0
2867,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_27,Success,1.0
2868,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_27,Lose,0.0
2869,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_27,Aborted,0.0
2870,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_27,Main Score,100.0
2871,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_27,Request Success Ratio,1.0
2872,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_28,Generated Expression Length,44.0
2873,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_28,Generated Expression Number of Tokens,9.0
2874,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_28,Aborted at Player 1,0.0
2875,referencegame,openchat_3.5-t0.5--openchat_3.5-t0.5,4_shape_grids,episode_28,Aborted at Player 2,0.0
