,game,model,experiment,episode,metric,value
875,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_5,Violated Request Count,1.0
876,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_5,Request Success Ratio,0.8333333333333334
877,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_6,Middle-Accuracy,0.6
878,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_6,Accuracy,0.7333333333333333
879,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_6,Kappa,0.4666666666666667
880,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_6,Truncated Kappa,0.4666666666666667
881,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_6,Slot-Filling-Accuracy,0.8
882,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_6,Main Score,58.94736842105264
883,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_6,Aborted,0.0
884,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_6,Lose,1.0
885,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_6,Success,0.0
886,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_6,Request Count,37.0
887,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_6,Parsed Request Count,35.0
888,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_6,Violated Request Count,2.0
889,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_6,Request Success Ratio,0.9459459459459459
890,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_7,Middle-Accuracy,0.4
891,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_7,Accuracy,0.7666666666666667
892,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_7,Kappa,0.5333333333333333
893,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_7,Truncated Kappa,0.5333333333333333
894,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_7,Slot-Filling-Accuracy,1.0
895,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_7,Main Score,69.56521739130436
896,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_7,Aborted,0.0
897,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_7,Lose,1.0
898,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_7,Success,0.0
899,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_7,Request Count,36.0
900,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_7,Parsed Request Count,35.0
901,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_7,Violated Request Count,1.0
902,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_7,Request Success Ratio,0.9722222222222222
903,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_8,Middle-Accuracy,0.8
904,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_8,Accuracy,0.7666666666666667
905,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_8,Kappa,0.5333333333333333
906,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_8,Truncated Kappa,0.5333333333333333
907,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_8,Slot-Filling-Accuracy,0.6
908,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_8,Main Score,56.470588235294116
909,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_8,Aborted,0.0
910,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_8,Lose,1.0
911,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_8,Success,0.0
912,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_8,Request Count,36.0
913,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_8,Parsed Request Count,35.0
914,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_8,Violated Request Count,1.0
915,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_8,Request Success Ratio,0.9722222222222222
916,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_9,Middle-Accuracy,0.8
917,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_9,Accuracy,0.8333333333333334
918,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_9,Kappa,0.6666666666666667
919,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_9,Truncated Kappa,0.6666666666666667
920,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_9,Slot-Filling-Accuracy,1.0
921,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_9,Main Score,80.0
922,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_9,Aborted,0.0
923,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_9,Lose,1.0
924,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_9,Success,0.0
925,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_9,Request Count,39.0
926,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_9,Parsed Request Count,35.0
927,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_9,Violated Request Count,4.0
928,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,2_restaurant,episode_9,Request Success Ratio,0.8974358974358975
929,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_0,Middle-Accuracy,0.9333333333333333
930,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_0,Accuracy,0.825
931,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_0,Kappa,0.65
932,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_0,Truncated Kappa,0.65
933,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_0,Slot-Filling-Accuracy,1.0
934,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_0,Main Score,78.7878787878788
935,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_0,Aborted,0.0
936,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_0,Lose,1.0
937,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_0,Success,0.0
938,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_0,Request Count,261.0
939,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_0,Parsed Request Count,255.0
940,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_0,Violated Request Count,6.0
941,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_0,Request Success Ratio,0.9770114942528736
942,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_1,Middle-Accuracy,0.7333333333333333
943,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_1,Accuracy,0.7458333333333333
944,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_1,Kappa,0.4916666666666667
945,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_1,Truncated Kappa,0.4916666666666667
946,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_1,Slot-Filling-Accuracy,1.0
947,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_1,Main Score,65.92178770949721
948,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_1,Aborted,0.0
949,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_1,Lose,1.0
950,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_1,Success,0.0
951,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_1,Request Count,258.0
952,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_1,Parsed Request Count,255.0
953,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_1,Violated Request Count,3.0
954,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_1,Request Success Ratio,0.9883720930232558
955,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_2,Accuracy,
956,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_2,Kappa,
957,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_2,Truncated Kappa,
958,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_2,Slot-Filling-Accuracy,
959,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_2,Main Score,
960,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_2,Aborted,1.0
961,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_2,Lose,0.0
962,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_2,Success,0.0
963,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_2,Request Count,17.0
964,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_2,Parsed Request Count,15.0
965,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_2,Violated Request Count,2.0
966,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_2,Request Success Ratio,0.8823529411764706
967,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_3,Accuracy,
968,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_3,Kappa,
969,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_3,Truncated Kappa,
970,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_3,Slot-Filling-Accuracy,
971,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_3,Main Score,
972,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_3,Aborted,1.0
973,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_3,Lose,0.0
974,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_3,Success,0.0
975,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_3,Request Count,16.0
976,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_3,Parsed Request Count,15.0
977,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_3,Violated Request Count,1.0
978,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_3,Request Success Ratio,0.9375
979,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_4,Middle-Accuracy,0.8666666666666667
980,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_4,Accuracy,0.7958333333333333
981,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_4,Kappa,0.5916666666666667
982,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_4,Truncated Kappa,0.5916666666666667
983,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_4,Slot-Filling-Accuracy,1.0
984,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_4,Main Score,74.3455497382199
985,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_4,Aborted,0.0
986,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_4,Lose,1.0
987,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_4,Success,0.0
988,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_4,Request Count,258.0
989,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_4,Parsed Request Count,255.0
990,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_4,Violated Request Count,3.0
991,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_4,Request Success Ratio,0.9883720930232558
992,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_5,Middle-Accuracy,0.7333333333333333
993,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_5,Accuracy,0.7291666666666666
994,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_5,Kappa,0.45833333333333337
995,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_5,Truncated Kappa,0.45833333333333337
996,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_5,Slot-Filling-Accuracy,1.0
997,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_5,Main Score,62.857142857142854
998,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_5,Aborted,0.0
999,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_5,Lose,1.0
1000,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_5,Success,0.0
1001,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_5,Request Count,256.0
1002,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_5,Parsed Request Count,255.0
1003,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_5,Violated Request Count,1.0
1004,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_5,Request Success Ratio,0.99609375
1005,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_6,Accuracy,
1006,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_6,Kappa,
1007,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_6,Truncated Kappa,
1008,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_6,Slot-Filling-Accuracy,
1009,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_6,Main Score,
1010,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_6,Aborted,1.0
1011,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_6,Lose,0.0
1012,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_6,Success,0.0
1013,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_6,Request Count,17.0
1014,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_6,Parsed Request Count,15.0
1015,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_6,Violated Request Count,2.0
1016,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_6,Request Success Ratio,0.8823529411764706
1017,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_7,Middle-Accuracy,0.7333333333333333
1018,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_7,Accuracy,0.7208333333333333
1019,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_7,Kappa,0.44166666666666665
1020,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_7,Truncated Kappa,0.44166666666666665
1021,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_7,Slot-Filling-Accuracy,1.0
1022,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_7,Main Score,61.27167630057804
1023,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_7,Aborted,0.0
1024,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_7,Lose,1.0
1025,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_7,Success,0.0
1026,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_7,Request Count,255.0
1027,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_7,Parsed Request Count,255.0
1028,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_7,Violated Request Count,0.0
1029,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_7,Request Success Ratio,1.0
1030,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_8,Middle-Accuracy,0.6666666666666666
1031,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_8,Accuracy,0.6416666666666667
1032,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_8,Kappa,0.2833333333333333
1033,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_8,Truncated Kappa,0.2833333333333333
1034,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_8,Slot-Filling-Accuracy,1.0
1035,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_8,Main Score,44.15584415584416
1036,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_8,Aborted,0.0
1037,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_8,Lose,1.0
1038,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_8,Success,0.0
1039,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_8,Request Count,257.0
1040,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_8,Parsed Request Count,255.0
1041,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_8,Violated Request Count,2.0
1042,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_8,Request Success Ratio,0.9922178988326849
1043,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_9,Middle-Accuracy,0.8666666666666667
1044,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_9,Accuracy,0.8291666666666667
1045,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_9,Kappa,0.6583333333333333
1046,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_9,Truncated Kappa,0.6583333333333333
1047,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_9,Slot-Filling-Accuracy,1.0
1048,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_9,Main Score,79.39698492462311
1049,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_9,Aborted,0.0
1050,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_9,Lose,1.0
1051,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_9,Success,0.0
1052,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_9,Request Count,257.0
1053,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_9,Parsed Request Count,255.0
1054,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_9,Violated Request Count,2.0
1055,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,3_things-places,episode_9,Request Success Ratio,0.9922178988326849
1056,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_0,Accuracy,
1057,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_0,Kappa,
1058,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_0,Truncated Kappa,
1059,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_0,Slot-Filling-Accuracy,
1060,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_0,Main Score,
1061,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_0,Aborted,1.0
1062,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_0,Lose,0.0
1063,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_0,Success,0.0
1064,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_0,Request Count,11.0
1065,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_0,Parsed Request Count,10.0
1066,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_0,Violated Request Count,1.0
1067,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_0,Request Success Ratio,0.9090909090909091
1068,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_1,Accuracy,
1069,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_1,Kappa,
1070,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_1,Truncated Kappa,
1071,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_1,Slot-Filling-Accuracy,
1072,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_1,Main Score,
1073,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_1,Aborted,1.0
1074,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_1,Lose,0.0
1075,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_1,Success,0.0
1076,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_1,Request Count,11.0
1077,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_1,Parsed Request Count,10.0
1078,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_1,Violated Request Count,1.0
1079,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_1,Request Success Ratio,0.9090909090909091
1080,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_2,Accuracy,
1081,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_2,Kappa,
1082,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_2,Truncated Kappa,
1083,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_2,Slot-Filling-Accuracy,
1084,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_2,Main Score,
1085,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_2,Aborted,1.0
1086,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_2,Lose,0.0
1087,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_2,Success,0.0
1088,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_2,Request Count,12.0
1089,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_2,Parsed Request Count,10.0
1090,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_2,Violated Request Count,2.0
1091,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_2,Request Success Ratio,0.8333333333333334
1092,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_3,Accuracy,
1093,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_3,Kappa,
1094,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_3,Truncated Kappa,
1095,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_3,Slot-Filling-Accuracy,
1096,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_3,Main Score,
1097,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_3,Aborted,1.0
1098,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_3,Lose,0.0
1099,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_3,Success,0.0
1100,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_3,Request Count,11.0
1101,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_3,Parsed Request Count,10.0
1102,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_3,Violated Request Count,1.0
1103,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_3,Request Success Ratio,0.9090909090909091
1104,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_4,Accuracy,
1105,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_4,Kappa,
1106,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_4,Truncated Kappa,
1107,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_4,Slot-Filling-Accuracy,
1108,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_4,Main Score,
1109,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_4,Aborted,1.0
1110,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_4,Lose,0.0
1111,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_4,Success,0.0
1112,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_4,Request Count,11.0
1113,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_4,Parsed Request Count,10.0
1114,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_4,Violated Request Count,1.0
1115,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_4,Request Success Ratio,0.9090909090909091
1116,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_5,Accuracy,
1117,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_5,Kappa,
1118,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_5,Truncated Kappa,
1119,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_5,Slot-Filling-Accuracy,
1120,privateshared,openchat_3.5-t0.5--openchat_3.5-t0.5,4_letter-number,episode_5,Main Score,
